Restaurant,Review,Rating,Label
Feast - Sheraton Hyderabad Hotel,Food was really good Pasta and the deserts were really good Would like to see more variations in the menu Few more live counters could incresae the variation ,5.0,2
Desi Bytes,FOOD WAS TASTY QUANTITY OF CHOKHA WAS SUFFICIENT BUT PACKAGING WAS NOT UPTO THE MARK AND THEY CHARGED 15RS FOR IT NOT WORTH IT ,4.0,2
The Foodie Monster Kitchen,So i make videos on YouTube on food and books and the name of my channel is TheFoodie Bookworm and I just ordered randomly from the place because it was similar to the name of my channel but I must say that I am super satisfied with the chicken Peri peri shawarma and the pancakes They are just yumm Do try this place out ,4.0,2
Amul,Timely Delivery,5.0,2
Desi Bytes,These guys have done a very great job wonderful food taste was amazing specially the chur chur naan Serve with dal makhani and raita Resonable price Awesome ,5.0,2
Udipi's Upahar,Great place for a quick breakfast in Indira Nagar area Dosas Poori are good and the restaurant serve food faster Hot beverages are available too ,5.0,2
The Lal Street - Bar Exchange,Great place with good food and ambience We ordered a pizza and an Italian finger sticks Both were very good specially the Italian finger sticks The staff were polite and food was serviced quiet fast Overall a nice place to hangout,4.0,2
Amul,nice,5.0,2
10 Downing Street,I have visited this pub last weekend with group of friends we had brewed beers veg non veg starters Food tastes good prices are reasonable ambience is decent service is good even though it s on Saturday night Overall i liked the place I will visit again ,4.0,2
Frio Bistro,Food was great We ordered Andhra chicken pizza which had a variant touch of Andhra flavours Prawn n fish risotto and Fiery chicken meal All the three dishes were tasty and filling We availed zomato gold offer but as we did not inform them before placing the order initially they were very reluctant to accept as we need to inform them well in advance before placing the order The restaurant manager was very understanding and generated a second bill though he will be questioned by the owner he took that extra mile just for providinding customer satisfaction I will definitely suggest this restaurant not only in terms of food but also in terms of their polite and customer oriented generosity Thank you frio for making our visit splendid ,4.0,2
Beyond Flavours,Papiya and Shuvro as the f b executives were really courteous and friendly Thoroughly enjoyed our experience here Good place for a cute Lil date hehe and for a nice family dinner ,5.0,2
Sardarji's Chaats & More,very impressive delivery Amazing work,5.0,2
Diners Pavilion,Nice ambience Hospitable staff Great food We had North Indian and Italian with a few drinks Everything was just awesome Really liked it ,4.0,2
The Old Madras Baking Company,One of the nicer places in Hyderabad whether it is for an evening cup of coffee or breakfast Quality taste of beverages food is good Best part is their bakes breads bagels other products A bit on the expensive side as compared to other similar coffee places should do something about the indoor seating arrangement ,4.0,2
"3B's - Buddies, Bar & Barbecue",We had an awesome experience Govind Dola Govind was so polite friendly and kept on bringing us lots of tasty dishes till we could eat no more Great job all of you ,5.0,2
Urban Asia - Kitchen & Bar,I have only been to this place once and I cannot forget the noodles I had I never found that texture or taste in noodles anywhere else I love it The quantity is too much for a single person and good for 2 So do try it out ,4.0,2
Tandoori Food Works,Tasty and delicious,5.0,2
Being Hungry,This place is quite close to our office but still instead of going me and my colleagues generally order from Zomato I have tried a number of their dishes but the only one thing that stands out is their Being hungry special chicken biryani My father has a restaurant in Delhi and he ensures that whenever I m travelling to Delhi I get that biryani for him from Hyderabad So that s the level of love my family has for this biryani Do try it out P s you guys may check out my Instagram page for interesting food feeds simbas sister,4.0,2
Mazzo - Marriott Executive Apartments,Absolutely stunning From their customer service ambience to food From the get go The Manager Nitin was helpful and assisted me in organizing an awesome Couple Shower for my Sis and her Partner They let us have the best spot by the pool let us decorate served us entree at the table and set up speakers for us play our own music Their service was impeccable through out that night Thanks Mazzo Nitin for helping me to make it memorable for my sis and her now husband Just look at those happy smiles Cheers and keep up the stellar service Alice,5.0,2
The Tilt Bar Republic,Been here a couple times now Great service Nice food Not terribly expensive The ambience is okay ish Gold works here so that s good Would definitely go again I only wish they were open for longer ,5.0,2
Tiki Shack,Sudhanshu has been a great host loved his service Will come back only coz of him lovely service good food loved it thank you so much ,5.0,2
Arena Eleven,Amazing place to hang out with friends and family I went there with my parents and kids using dineout 50 discount We ordered Tofu curry Dal tadka Sizzling chicken biryani Kasmiri naan Lacha parantha and Margrita Pizza Each and every items were tasty and lip smacking They also gave us the complimentary Kheer My rating Ambience 5 Food 5 Cost Very pocket friendly 5 Service 4 Must visit when you are in Gachibowli ,5.0,2
Cafe Eclat,Bit expensive but taste wise it s fabulous Trust me order hot chocolate and pasta All there coffees and food are delicious Looking forward to visit again thanks ,4.0,2
Karachi Cafe,The visit to this place was something on my mind for a long time This was rated highly on Zomato and was recommended by a number of my contacts so decided to give it a shot on a Friday night with the homeminister We came in late but the place was still lively On entering you definitely notice the ambiance which is a bit idyllic and retro With the 70s and the 80s song playing in the background you definitely feel like going back in some time We settled in and ordered fries keema pav and chicken farcha To gulp it all down we ordered the Irani chai Boy o boy we were in for a treat All the dishes were simply delicious and mouthwatering Their keema pav is true to its name and fame amazing The chicken farcha was crispy on the outside and juicy inside All the dishes were served piping hot which enhanced the taste Service was a bit slow but it could be understood as the meals were served hot Though the place is small it can comfortably sit a good amount of people with seating outside as well Slightly on the pricier side we still felt it was worth it given the quantity With the trusted name of Karachi sweets as the backers you can definitely count on the quality Ambiance 4 5 Service 5 5 Food 5 5 Value for Money 4 5,4.0,2
